문장,긍정 확률,star,result
배우들이 불쌍하다고 느껴진 영화 출연료도 제대로 지급 못 받았다 하던데 참 이게 맞나 생각이 든다 ,0.030195215716958046,3,0.0
허탈해서 웃었습니다 ,0.014858475886285305,4,0.0
김수미 선생님 오래오래 건강하세요 ,0.7627295851707458,3,2.0
옛 추억으로도 좀 힘들다 ,0.02192174643278122,5,0.0
별점 윤곽도 아까운 영화 ,0.027302604168653488,1,0.0
어떻게 이렇게 말도 안 되는 영화가 제작됐지 ,0.008076803758740425,2,0.0
예전 가문의 영광은 이정도는 아니었던 것 같은데 ,0.14473582804203033,2,0.0
엥 평론가는 점 줄수있어요 나   메가박스  인데 수백편 영화보면서 평론가가 점 준거 처음봤는데 신기하내요 버그나 오류아니겠죠평론가 점 실화에요 나는 그래도 솔직히 점만점에 점 정도인데 ,0.8055527806282043,1,1.0
점은 못주나 유사영화인데 이건 ,0.14340582489967346,1,0.0
예상은 하고 봤지만 너무 수준 이하임 ,0.0074119893833994865,6,0.0
오랜만에 가문의 영광입니다 그럭저럭 ,0.9624264240264893,6,6.0
빵빵 터지는 웃음이게 진짜 명절 영화지 ,0.9924002885818481,10,10.0
웅남이와 함께 올해의 최악을 겨룰 강력한 후보가 나왔네요 내 아까운 원 ,0.026035983115434647,1,0.0
아니 평점을 지우고 그러냐 쿠폰쓰고 유료 관람한 관객한테 이렇게 해도 되냐 정태원씨 ,0.08690802752971649,1,0.0
음 이렇게도 영화를 만들 수 있구나 하는 점을 느꼈습니다 ,0.3031787872314453,1,0.0
김수미도 살리지 못할만큼 심각함 ,0.02484113909304142,4,0.0
음 가문의영광 왜 돌아온걸까 ,0.13384850323200226,6,1.0
가문의 영광 리턴즈  ,0.8043732047080994,1,1.0
감상포인트를 뭐로 지정해야할지 모를 정도의 총체적 난국 ,0.02267812378704548,3,0.0
어렵네요 ,0.17426763474941254,3,1.0
코미디가 재미없는게 코미디다 ,0.019727157428860664,1,0.0
가문의영광리턴즈가문의영광 ,0.5938782095909119,1,1.0
이런 영화 년만에 봐서 추억돋고 좋은데 왜 그러냐 평점 낮게 주지 마라 오펜하이머 기대하고 본 거 아니잖아 ,0.8952367305755615,10,9.0
가문의 영광 리턴즈관람하지 못함 ,0.304524689912796,10,3.0
재밌었어요  넘 웃겨요 ,0.9922450184822083,8,8.0
년전에 개봉했어야할영화 ,0.16750864684581757,2,0.0
음 편이랑 대체로 비슷하고 시간이 아까움 ,0.007815452292561531,2,0.0
보는 내내 아쉬움이 많이 남는 영화 ,0.028684750199317932,6,0.0
진짜 리턴하지 말아써야 ,0.21059827506542206,3,1.0
별 마이너스가 필요하다 전혀 웃기지 않다 서효림은 유튜브거리도 못됨 ,0.009767314419150352,1,0.0
후기가 안좋아서 기대 안하고 봤더니 나름 웃겼습니다약간의 긴박감과 터지는 한방조차 없구요나름 애썻어요 ,0.5995600819587708,6,4.0
아쉬움은 있지만 그래도 간만에 다시봐서 좋았습니다 ,0.992171049118042,6,6.0
그냥저냥 그랬어요  ,0.009967063553631306,4,0.0
영화의 제작비야 천차만별이지만 관객들은 같은 돈을 낸답니다 ,0.35836219787597656,2,1.0
진짜 최악의 쓰레기 영화 ,0.007172772195190191,1,0.0
도대체 왜 돌아온거냐구 ,0.025363614782691002,2,0.0
년전 영화를 보는 느낌 ,0.37908634543418884,2,1.0
추석때 가족들이랑 보기 좋을것 같아요 ,0.9869351387023926,10,10.0
가문의 영광 재미있게 봤습니다 ,0.9919500350952148,8,8.0
아마 가문의 영광 시리즈는 이대로 끝인 것 같다 ,0.04016724228858948,1,0.0
보실 분들은 꼭 쿠폰 써서 보세요 ,0.39310821890830994,4,2.0
아 왜 돌아왔을까 이도 저도 아닌 ,0.12293561547994614,1,0.0
한 번도 웃지 않았던 코미디 ,0.277812659740448,2,1.0
재미있었습니다 추천합니다 ,0.9924978613853455,10,10.0
나름 괜찮게 봤어요 ,0.9925042390823364,10,10.0
일일드라마 즐겨보는 사람은 좋아할듯 ,0.13517779111862183,3,0.0
년도에 개봉한 영화란 사실이 놀랍다 ,0.6452134847640991,2,1.0
영화 보고 극장을 나오는데 너무 웃음이 났습니다 웃을 일 없는 평범한 일상을 웃게 만드는 영화 그것이 이 영화가 원한 바가 아니었을까요 ,0.9922811388969421,10,10.0
김수미씨한테 듣는 욕은 웃기고 재밌다  ,0.2661547064781189,8,2.0
급하게 촬영한것 치곤 화면은 괜찮았음다만 차안에서의 녹음음질이너 경상도 사투리는 최악 ,0.026832936331629753,4,0.0
굳이 제작할 필요가 있었나 싶은 ,0.035280611366033554,1,0.0
제 영혼이 봤는데 재미없다고 합니다 ,0.021096456795930862,2,0.0
중간에 안나가고 끝까지 다 본 내 자신을 칭찬함 ,0.8068989515304565,1,1.0
하하하말을 않겠습니다 ,0.32058829069137573,2,1.0
살다살다 영화보다 중간에 나와보긴처음 ,0.015720071271061897,1,0.0
점없나요 점도 만들어주세요 ,0.1355792135000229,1,0.0
예전에참재밌게봤는데휴머라고 평을 남겨야할지 ,0.4626075029373169,1,0.0
너무빨리 들어온영화 ,0.5486868023872375,2,1.0
허허헣 그저 웃지요 ,0.01698976755142212,2,0.0
아무생각없이 보는영화 ,0.3723960220813751,6,2.0
예전 가문의 시리즈들 보단 다소 부족한면이 좀 있었지만 나름대로 볼만했습니다 스토리전개랑 배우들 캐스팅만 제대로 했었다면 어땠을까라는 아쉬움이 살짝 ,0.9751058220863342,7,7.0
최악의 영화 처음 리뷰써봄 ,0.007725118193775415,1,0.0
돈시간 아까웠어요 ,0.007527607958763838,1,0.0
전체적으로 허술했던거같아요  ,0.009981251321732998,1,0.0
내가 미쳤지 내가 미쳤지 내가 미쳤지 ,0.42979416251182556,2,1.0
급의 향연 감독은 폐급 ,0.022511228919029236,4,0.0
여러분의 시간은 소중합니다 ,0.04330169036984444,2,0.0
추석 연휴 시간보내기 좋은 웃기네 김수미 어머니 ,0.3818425238132477,10,4.0
천원주고 봐서 다행이다 ,0.27030766010284424,5,1.0
티켓 값을 길에 버려도 이거보단 아깝지 않았을 거예요 ,0.2739443778991699,1,0.0
추석에 보긴 아까운 영화 ,0.29191628098487854,2,1.0
재밌는 요소는 있긴한데 많이 아쉽네요 ,0.04553566128015518,5,0.0
당신의 시간은 소중합니다 ,0.03720264881849289,1,0.0
작품성없는 웃기는 영화라던데 작품성도 없고 코미디도 없고 ,0.007831452414393425,2,0.0
방송에서 생각없이 볼 사람들 오라길래 큰 기대는 안하고 갔는데요즘하고는 잘 안 맞는것 같음명절에 부모님 보여드리기엔 괜찮을수도 ,0.0332319550216198,6,0.0
아쉽다 어릴때는 가족끼리 보러가는 영화였는데 ,0.7417382001876831,2,1.0
가문의영광 전시리즈들을 재밌게 본 기억이 있어서 한번 봤는데 기억이 미화됐던건지 괜히 봤습니다 ,0.13239800930023193,2,0.0
한번쯤은 추천까진 거시기로다 ,0.09580264240503311,6,1.0
우하하 팡파레  ,0.5808858275413513,3,2.0
장난스럽고 오버스러운 연기가 이 영화의 컨셉인 걸 감안하면서 보니 재미있어요 ,0.9922860860824585,8,8.0
아마 년 전에 나왔다면 잘됬을듯하핳하하핳 ,0.4571206271648407,5,2.0
재밌네요 물론 한번도 웃지는 않았습니다 ,0.991402804851532,1,1.0
모르겠어요 고마운 라니까 뭐 ,0.02438867837190628,4,0.0
빵빵 터져 나오는 실소 ,0.08765049278736115,5,0.0
추천합니다 잘 보았습니다 ,0.9902554154396057,10,10.0
꼭 이렇게 돌아왔어야만 속이 시원했냐 ,0.25336509943008423,4,1.0
그럭저럭그냥저냥 ,0.023260822519659996,5,0.0
돌아온게 반갑지만은 않은 영화 ,0.09214421361684799,4,0.0
네이버페이 원 ,0.45003780722618103,10,5.0
실망스러웠어요 ,0.007862168364226818,4,0.0
영혼보내기 기록용 영화 ,0.0308111272752285,5,0.0
그냥저냥 봤습니다 ,0.00947094801813364,5,0.0
여러 의미로 웃음만 나온다  ,0.01059720292687416,10,0.0
가문의영광리턴즈 영화 제목 ,0.45491379499435425,5,2.0
가문의 영광 네버 리턴즈 ,0.8203251957893372,3,2.0
최악이다 무슨 이런 영화가 다있지 ,0.007357142399996519,1,0.0
역시 명절 티비에서 봤어야 했었는데 ,0.8595522046089172,2,2.0
하하  엄 ,0.2328999638557434,3,1.0
이게 년도에 개봉한 영화라니 ,0.4904874265193939,3,1.0
몇몇 배우들의 사투리 및 연기가 어색해서 보는 내내 민망했음 너무 뻔한 스토리라 그냥 정말 볼거 없을 때 보세요 ,0.007414697669446468,6,0.0
개연성부족하고 흐름도 않맞는것같아요 마지막 액션 없어서 실망스럽네요 ,0.006957147270441055,2,0.0
전반적인 내용이 전작과 비슷함 ,0.36569443345069885,8,3.0
